id,title,popularity,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,foreign,history,horror,music,mystery,romance,sciencefiction,thriller,tvmovie,war,western
357096,I Spit on Your Grave III: Vengeance is Mine,21.505988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
76757,Jupiter Ascending,21.463465,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
675,Harry Potter and the Order of the Phoenix,21.3643,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
8358,Cast Away,21.296343,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242582,Nightcrawler,21.277073,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20526,TRON: Legacy,21.259,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
277216,Straight Outta Compton,21.183077,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10674,Mulan,21.180857,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257344,Pixels,21.14796,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28468,The Key,21.079551,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2501,The Bourne Identity,21.040126,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
324786,Hacksaw Ridge,21.037699,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1402,The Pursuit of Happyness,20.981716,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227159,Horrible Bosses 2,20.903362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455661,In a Heartbeat,20.82178,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
296,Terminator 3: Rise of the Machines,20.818907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
197,Braveheart,20.755149,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
14,American Beauty,20.726578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
420648,The Bar,20.720113,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
203835,Amityville: The Awakening,20.712818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
